Word,Count
docs.python.org/library/datetime.html#datetime.date.isocalendar,1
home.att.net/~vmueller/prop/theo.html,1
www.python.org/peps/pep-0249.html),1
en.wikipedia.org/wiki/Week_number#Week_number,1
verlag.tomk32.de,1
www.python.org/topics/database/modules.html,1
docs.scribus.net/index.php?lang=en&page=scripterapi-page#-getPageMargins,1
www.unicode.org/Public/5.0.0/ucd/NamesList.txt,1
bugs.scribus.net/view.php?id=4377,1
